,Strategy,Number of addresses,Number of accesses in loop,Different addresses in loop,Step size,Mirrored,Rate,Average runtime
355,13-4-5-1-m,13,4,5,1,False,0.12002400480096019,6536.108976283398
356,13-4-6-1-m,13,4,6,1,False,0.0,7668.070949664765
357,13-4-7-1-m,13,4,7,1,False,0.11001100110011,7868.345845845846
358,13-4-8-1-m,13,4,8,1,False,0.12003601080324097,7759.9373624174505
359,13-4-9-1-m,13,4,9,1,False,0.13001300130013002,7316.714771817454
360,13-5-1-1-m,13,5,1,1,False,0.18001800180018002,1710.5386154461785
361,13-5-10-1-m,13,5,10,1,False,0.23006902070621185,8035.0376527138
362,13-5-2-1-m,13,5,2,1,False,0.0,2187.663799139742
363,13-5-3-1-m,13,5,3,1,False,0.11015421590226317,3394.8051610322063
364,13-5-4-1-m,13,5,4,1,False,0.19001900190019003,3754.096767737416
365,13-5-5-1-m,13,5,5,1,False,0.22004400880176034,8140.751375137514
366,13-5-6-1-m,13,5,6,1,False,0.16025641025641024,9391.393996998499
367,13-5-7-1-m,13,5,7,1,False,0.15001500150015,9587.137633977762
368,13-5-8-1-m,13,5,8,1,False,1.5601560156015601,9451.482734461015
369,13-5-9-1-m,13,5,9,1,False,0.0,8870.509161910484
370,13-6-1-1-m,13,6,1,1,False,0.05001000200040008,1868.9738921676503
371,13-6-10-1-m,13,6,10,1,False,0.22004400880176034,9437.058758758758
372,13-6-2-1-m,13,6,2,1,False,0.1600640256102441,2453.374174834967
373,13-6-3-1-m,13,6,3,1,False,0.09000900090009001,3806.2541254125413
374,13-6-4-1-m,13,6,4,1,False,0.14001400140014,4279.433703592515
375,13-6-5-1-m,13,6,5,1,False,0.0,9621.493940911367
376,13-6-6-1-m,13,6,6,1,False,0.4201260378113434,11020.279647435897
377,13-6-7-1-m,13,6,7,1,False,1.4805922368947577,11279.00270297327
378,13-6-8-1-m,13,6,8,1,False,0.19001900190019003,11084.631499849715
379,13-6-9-1-m,13,6,9,1,False,0.4800480048004801,10545.253853853854
380,13-7-1-1-m,13,7,1,1,False,0.2100630189056717,1980.7022404480897
381,13-7-10-1-m,13,7,10,1,False,0.0,10817.315315315316
382,13-7-2-1-m,13,7,2,1,False,0.20004000800160032,2656.161596958175
383,13-7-3-1-m,13,7,3,1,False,0.98009800980098,4226.190795397699
384,13-7-4-1-m,13,7,4,1,False,1.0401040104010402,4780.06513908345
385,13-7-5-1-m,13,7,5,1,False,0.56005600560056,11276.822811405704
386,13-7-6-1-m,13,7,6,1,False,0.20006001800540163,12703.880597014926
387,13-7-7-1-m,13,7,7,1,False,0.9201840368073614,13042.226084343383
388,13-7-8-1-m,13,7,8,1,False,0.09001800360072014,12786.628768907141
389,13-7-9-1-m,13,7,9,1,False,0.3200960288086426,12040.91537305959
390,13-8-1-1-m,13,8,1,1,False,0.11001100110011,2258.9832899739845
391,13-8-10-1-m,13,8,10,1,False,0.16003200640128026,12245.826670674282
392,13-8-2-1-m,13,8,2,1,False,0.17003400680136027,3015.0359215529315
393,13-8-3-1-m,13,8,3,1,False,0.12001200120012002,4647.334434103873
394,13-8-4-1-m,13,8,4,1,False,0.04001200360108032,5277.04242970079
395,13-8-5-1-m,13,8,5,1,False,2.34093637454982,12798.0753054276
396,13-8-6-1-m,13,8,6,1,False,0.10011012113324658,14431.283556711342
397,13-8-7-1-m,13,8,7,1,False,0.1802162595114137,14792.245473642093
398,13-8-8-1-m,13,8,8,1,False,0.0,14434.637993190467
399,13-8-9-1-m,13,8,9,1,False,0.24004800960192038,13635.63887498749
400,13-9-1-1-m,13,9,1,1,False,0.0,2326.4616308154077
401,13-9-10-1-m,13,9,10,1,False,0.08003201280512205,13668.921666833618
402,13-9-2-1-m,13,9,2,1,False,0.0,3171.8367510253074
403,13-9-3-1-m,13,9,3,1,False,0.09000900090009001,5079.675405243146
404,13-9-4-1-m,13,9,4,1,False,0.2200660198059418,5779.822658126501
405,13-9-5-1-m,13,9,5,1,False,1.0603180954286286,14348.202123397436
406,13-9-6-1-m,13,9,6,1,False,0.09003601440576231,16028.141883767536
407,13-9-7-1-m,13,9,7,1,False,0.0,16428.11022124337
408,13-9-8-1-m,13,9,8,1,False,0.22002200220022,16138.881203007519
409,13-9-9-1-m,13,9,9,1,False,0.14002800560112022,15226.591291291292
410,14-1-1-1-m,14,1,1,1,False,0.010004001600640256,1437.509301860372
411,14-1-10-1-m,14,1,10,1,False,0.030003000300030006,2712.0847338935573
412,14-1-2-1-m,14,1,2,1,False,0.05001000200040008,1430.5513205282114
413,14-1-3-1-m,14,1,3,1,False,1.0001000100010002,1654.266479943983
414,14-1-4-1-m,14,1,4,1,False,0.15003000600120023,1710.2569110576924
415,14-1-5-1-m,14,1,5,1,False,0.32003200320032005,1841.0535589148062
416,14-1-6-1-m,14,1,6,1,False,2.49074722416725,2948.0620186055817
417,14-1-7-1-m,14,1,7,1,False,0.02000600180054016,2886.932179653896
418,14-1-8-1-m,14,1,8,1,False,0.1000100010001,2935.0289086726016
419,14-1-9-1-m,14,1,9,1,False,0.0,2839.106431929579
420,14-10-1-1-m,14,10,1,1,False,0.23002300230023,2604.603520704141
421,14-10-10-1-m,14,10,10,1,False,0.050045040536482836,18557.81830929487
422,14-10-2-1-m,14,10,2,1,False,1.4702940588117623,3657.7892156862745
423,14-10-3-1-m,14,10,3,1,False,0.23004600920184035,5945.937662597558
424,14-10-4-1-m,14,10,4,1,False,0.22002200220022,6819.572486243122
425,14-10-5-1-m,14,10,5,1,False,0.1000100010001,17586.200540378264
426,14-10-6-1-m,14,10,6,1,False,0.11001100110011,19783.717175763646
427,14-10-7-1-m,14,10,7,1,False,0.0,20624.359274839742
428,14-10-8-1-m,14,10,8,1,False,0.28008402520756226,20574.508555989192
429,14-10-9-1-m,14,10,9,1,False,0.9821607536580478,20035.919127214493
430,14-2-1-1-m,14,2,1,1,False,0.14004201260378113,1454.4215264579375
431,14-2-10-1-m,14,2,10,1,False,0.21002100210021002,4475.622922922923
432,14-2-2-1-m,14,2,2,1,False,0.0,1497.5266159695818
433,14-2-3-1-m,14,2,3,1,False,0.020008003201280513,2070.373074614923
434,14-2-4-1-m,14,2,4,1,False,0.26005201040208037,2295.9133393375364
435,14-2-5-1-m,14,2,5,1,False,0.88008800880088,3552.965989796939
436,14-2-6-1-m,14,2,6,1,False,2.470494098819764,4745.8871322793675
437,14-2-7-1-m,14,2,7,1,False,0.16001600160016002,4863.62178653596
438,14-2-8-1-m,14,2,8,1,False,0.10003000900270081,4866.327229060343
439,14-2-9-1-m,14,2,9,1,False,0.08002400720216064,4742.649024512256
440,14-3-1-1-m,14,3,1,1,False,0.08000800080008001,1528.6527958387517
441,14-3-10-1-m,14,3,10,1,False,0.11001100110011,6298.341138797158
442,14-3-2-1-m,14,3,2,1,False,0.14001400140014,1837.2922876863058
443,14-3-3-1-m,14,3,3,1,False,0.23002300230023,2704.140228045609
444,14-3-4-1-m,14,3,4,1,False,0.1900380076015203,2920.7364945978393
445,14-3-5-1-m,14,3,5,1,False,0.08002400720216064,5395.789915966387
446,14-3-6-1-m,14,3,6,1,False,0.060012002400480095,6667.879927956774
447,14-3-7-1-m,14,3,7,1,False,0.33003300330033003,6938.2289060154135
448,14-3-8-1-m,14,3,8,1,False,0.3000300030003,6928.0893536121675
449,14-3-9-1-m,14,3,9,1,False,0.13020833333333331,6686.641613290632
450,14-4-1-1-m,14,4,1,1,False,0.8001600320064013,1632.1956586976094
451,14-4-10-1-m,14,4,10,1,False,1.2201220122012202,8058.711698188732
452,14-4-2-1-m,14,4,2,1,False,0.09001800360072014,2054.6092827848356
453,14-4-3-1-m,14,4,3,1,False,0.030006001200240048,3102.142657062825
454,14-4-4-1-m,14,4,4,1,False,1.8901890189018902,3499.364718831299
455,14-4-5-1-m,14,4,5,1,False,0.0,7128.041729210448
456,14-4-6-1-m,14,4,6,1,False,0.25002500250025006,8498.192330796956
457,14-4-7-1-m,14,4,7,1,False,0.27002700270027,8887.633933933934
458,14-4-8-1-m,14,4,8,1,False,2.560512102420484,8833.629618504056
459,14-4-9-1-m,14,4,9,1,False,0.24004800960192038,8568.586293146573
460,14-5-1-1-m,14,5,1,1,False,0.030015007503751873,1766.6554655465548
461,14-5-10-1-m,14,5,10,1,False,0.12001200120012002,9815.24759711654
462,14-5-2-1-m,14,5,2,1,False,0.13002600520104018,2298.640492147644
463,14-5-3-1-m,14,5,3,1,False,0.0,3577.750125087561
464,14-5-4-1-m,14,5,4,1,False,0.22004400880176034,4023.687943971986
465,14-5-5-1-m,14,5,5,1,False,0.07001400280056011,8862.81179297227
466,14-5-6-1-m,14,5,6,1,False,0.11001100110011,10411.076429930883
467,14-5-7-1-m,14,5,7,1,False,0.15001500150015,10902.215807903953
468,14-5-8-1-m,14,5,8,1,False,0.05001000200040008,10786.48143328996
469,14-5-9-1-m,14,5,9,1,False,0.39003900390039004,10463.429630371631
470,14-6-1-1-m,14,6,1,1,False,0.0,1979.952276138069
471,14-6-10-1-m,14,6,10,1,False,0.21002100210021002,11532.02844551282
472,14-6-2-1-m,14,6,2,1,False,0.08001600320064013,2582.9005801160233
473,14-6-3-1-m,14,6,3,1,False,2.450490098019604,4069.06012404962
474,14-6-4-1-m,14,6,4,1,False,0.11001100110011,4614.5472472472475
475,14-6-5-1-m,14,6,5,1,False,0.24002400240024005,10601.039879759519
476,14-6-6-1-m,14,6,6,1,False,0.0,12256.586103323989
477,14-6-7-1-m,14,6,7,1,False,1.9201920192019204,12800.740010015023
478,14-6-8-1-m,14,6,8,1,False,0.26007802340702213,12787.209651581898
479,14-6-9-1-m,14,6,9,1,False,0.30009002700810244,12422.973573573574
480,14-7-1-1-m,14,7,1,1,False,0.07000700070007,2057.3218287314926
481,14-7-10-1-m,14,7,10,1,False,0.07000700070007,13299.980771156735
482,14-7-2-1-m,14,7,2,1,False,0.06000600060006001,2806.5669267707085
483,14-7-3-1-m,14,7,3,1,False,0.34003400340034,4518.608225758031
484,14-7-4-1-m,14,7,4,1,False,2.9502950295029504,5160.981681681682
485,14-7-5-1-m,14,7,5,1,False,0.0,12366.81072965669
486,14-7-6-1-m,14,7,6,1,False,0.27002700270027,14277.530512204881
487,14-7-7-1-m,14,7,7,1,False,0.12003601080324097,14743.658751628094
488,14-7-8-1-m,14,7,8,1,False,0.23002300230023,14733.001403790233
489,14-7-9-1-m,14,7,9,1,False,0.17005101530459138,14278.043783188057
490,14-8-1-1-m,14,8,1,1,False,0.14002800560112022,2298.3730119035713
491,14-8-10-1-m,14,8,10,1,False,0.16003200640128026,15076.43951975988
492,14-8-2-1-m,14,8,2,1,False,0.08002400720216064,3164.5287172303383
493,14-8-3-1-m,14,8,3,1,False,1.0401040104010402,4989.884342171085
494,14-8-4-1-m,14,8,4,1,False,0.13002600520104018,5678.943549194275
495,14-8-5-1-m,14,8,5,1,False,0.12002400480096019,14093.20870870871
496,14-8-6-1-m,14,8,6,1,False,0.17046024265516896,16047.53997995992
497,14-8-7-1-m,14,8,7,1,False,0.17028949213663228,16712.814021031547
498,14-8-8-1-m,14,8,8,1,False,0.1900380076015203,16701.971946698726
499,14-8-9-1-m,14,8,9,1,False,0.4601380414124237,16213.306236860546
500,14-9-1-1-m,14,9,1,1,False,0.0,2453.873036518259
501,14-9-10-1-m,14,9,10,1,False,0.09000900090009001,16789.38831546247
502,14-9-2-1-m,14,9,2,1,False,0.18001800180018002,3370.183828680076
503,14-9-3-1-m,14,9,3,1,False,1.190238047609522,5465.694794794795
504,14-9-4-1-m,14,9,4,1,False,0.09000900090009001,6274.531972380666
505,14-9-5-1-m,14,9,5,1,False,0.13001300130013002,15841.508063708305
506,14-9-6-1-m,14,9,6,1,False,0.17006802721088435,17916.64739478958
507,14-9-7-1-m,14,9,7,1,False,0.0,18671.397151740046
508,14-9-8-1-m,14,9,8,1,False,0.11006603962377427,18706.251400560224
509,14-9-9-1-m,14,9,9,1,False,0.0,18023.35351914979
510,15-1-1-1-m,15,1,1,1,False,0.0,1441.0819327731092
511,15-1-10-1-m,15,1,10,1,False,0.07000700070007,3071.0561392975083
512,15-1-2-1-m,15,1,2,1,False,0.09000900090009001,1477.382176435287
513,15-1-3-1-m,15,1,3,1,False,0.1100330099029709,1688.7405702851427
514,15-1-4-1-m,15,1,4,1,False,0.0,1816.3127938381515
515,15-1-5-1-m,15,1,5,1,False,0.5001000200040008,1884.0246098439375
516,15-1-6-1-m,15,1,6,1,False,0.07000700070007,3041.5520312187314
517,15-1-7-1-m,15,1,7,1,False,0.15003000600120023,3142.6589294647324
518,15-1-8-1-m,15,1,8,1,False,0.09001800360072014,3386.661632326465
519,15-1-9-1-m,15,1,9,1,False,0.19009504752376188,3152.0736147229445
520,15-10-1-1-m,15,10,1,1,False,0.05001500450135041,2508.5057528764382
521,15-10-10-1-m,15,10,10,1,False,0.3100620124024805,22010.33507118508
522,15-10-2-1-m,15,10,2,1,False,0.07008410092110533,3514.2703081232494
523,15-10-3-1-m,15,10,3,1,False,0.21002100210021002,6180.216551586111
524,15-10-4-1-m,15,10,4,1,False,0.20006001800540163,7206.31011011011
525,15-10-5-1-m,15,10,5,1,False,0.77007700770077,19216.288837629123
526,15-10-6-1-m,15,10,6,1,False,0.0,21911.200781093532
527,15-10-7-1-m,15,10,7,1,False,0.13003901170351106,23108.558885436505
528,15-10-8-1-m,15,10,8,1,False,1.17011701170117,23486.358395989973
529,15-10-9-1-m,15,10,9,1,False,0.08004002001000501,23074.502655044584
530,15-2-1-1-m,15,2,1,1,False,0.13001300130013002,1476.888866659998
531,15-2-10-1-m,15,2,10,1,False,0.07000700070007,5162.287658893004
532,15-2-2-1-m,15,2,2,1,False,0.22004400880176034,1548.2309230923092
533,15-2-3-1-m,15,2,3,1,False,0.06000600060006001,2158.9092546273137
534,15-2-4-1-m,15,2,4,1,False,0.030009002700810243,2381.114934480344
535,15-2-5-1-m,15,2,5,1,False,0.03001801080648389,3803.843037214886
536,15-2-6-1-m,15,2,6,1,False,0.0,5126.247898318655
537,15-2-7-1-m,15,2,7,1,False,0.21004200840168036,5341.583350010006
538,15-2-8-1-m,15,2,8,1,False,0.12001200120012002,5409.910819737764
539,15-2-9-1-m,15,2,9,1,False,0.11002200440088017,5370.156794076446
540,15-3-1-1-m,15,3,1,1,False,0.11002200440088017,1531.7807780778078
541,15-3-10-1-m,15,3,10,1,False,0.09001800360072014,7351.132472213878
542,15-3-2-1-m,15,3,2,1,False,0.17001700170017,1815.003200960288
543,15-3-3-1-m,15,3,3,1,False,0.28005601120224044,2799.7702080832332
544,15-3-4-1-m,15,3,4,1,False,0.07001400280056011,3084.9173586793395
545,15-3-5-1-m,15,3,5,1,False,0.10009008107296567,5791.391413130505
546,15-3-6-1-m,15,3,6,1,False,1.4502900580116025,7260.4846330964065
547,15-3-7-1-m,15,3,7,1,False,0.13001300130013002,7666.623886274902
548,15-3-8-1-m,15,3,8,1,False,0.060018005401620486,7736.030533586945
549,15-3-9-1-m,15,3,9,1,False,0.20004000800160032,7607.321421421421
550,15-4-1-1-m,15,4,1,1,False,0.09000900090009001,1648.3059611922386
551,15-4-10-1-m,15,4,10,1,False,0.08000800080008001,9490.367610283085
552,15-4-2-1-m,15,4,2,1,False,0.08001600320064013,2027.963288986696
553,15-4-3-1-m,15,4,3,1,False,0.0,3278.7610283084928
554,15-4-4-1-m,15,4,4,1,False,0.1900380076015203,3677.6628651460583
555,15-4-5-1-m,15,4,5,1,False,0.0,7749.209409409409
556,15-4-6-1-m,15,4,6,1,False,0.1000100010001,9358.212212212213
557,15-4-7-1-m,15,4,7,1,False,0.2900580116023205,9782.820620620621
558,15-4-8-1-m,15,4,8,1,False,0.13002600520104018,9990.64059683557
559,15-4-9-1-m,15,4,9,1,False,0.3200640128025605,9816.792330029039
560,15-5-1-1-m,15,5,1,1,False,0.08001600320064013,1763.5879939969984
561,15-5-10-1-m,15,5,10,1,False,0.0,11580.28791670838
562,15-5-2-1-m,15,5,2,1,False,0.08000800080008001,2273.968693738748
563,15-5-3-1-m,15,5,3,1,False,0.22004400880176034,3774.4534360308094
564,15-5-4-1-m,15,5,4,1,False,0.19007603041216486,4273.2702161729385
565,15-5-5-1-m,15,5,5,1,False,0.13003901170351106,9636.151357307423
566,15-5-6-1-m,15,5,6,1,False,0.9401880376075216,11472.768930288461
567,15-5-7-1-m,15,5,7,1,False,0.14002800560112022,12078.092792792793
568,15-5-8-1-m,15,5,8,1,False,1.4602920584116823,12243.786622609392
569,15-5-9-1-m,15,5,9,1,False,0.08004002001000501,12066.136618589744
570,15-6-1-1-m,15,6,1,1,False,0.21002100210021002,1878.3043826295777
571,15-6-10-1-m,15,6,10,1,False,0.10003000900270081,13630.290380761524
572,15-6-2-1-m,15,6,2,1,False,0.14004201260378113,2497.8332332933173
573,15-6-3-1-m,15,6,3,1,False,0.18009004502251127,4248.12174869948
574,15-6-4-1-m,15,6,4,1,False,0.3100620124024805,4876.363045218087
575,15-6-5-1-m,15,6,5,1,False,0.3100620124024805,11548.87582615662
576,15-6-6-1-m,15,6,6,1,False,0.09019843656043296,13534.996894409938
577,15-6-7-1-m,15,6,7,1,False,0.23002300230023,14240.116451386803
578,15-6-8-1-m,15,6,8,1,False,0.0,14530.151430286058
579,15-6-9-1-m,15,6,9,1,False,0.0,14269.68044022011
580,15-7-1-1-m,15,7,1,1,False,1.4101410141014101,2036.3408340834083
581,15-7-10-1-m,15,7,10,1,False,0.28002800280028,15736.518529647436
582,15-7-2-1-m,15,7,2,1,False,0.15003000600120023,2720.363909172752
583,15-7-3-1-m,15,7,3,1,False,0.0,4731.063231615808
584,15-7-4-1-m,15,7,4,1,False,0.24002400240024005,5441.857300110077
585,15-7-5-1-m,15,7,5,1,False,0.3100620124024805,13490.601220854598
586,15-7-6-1-m,15,7,6,1,False,0.0,15605.15057102785
587,15-7-7-1-m,15,7,7,1,False,0.35003500350035005,16470.15314503205
588,15-7-8-1-m,15,7,8,1,False,0.0,16740.836702021214
589,15-7-9-1-m,15,7,9,1,False,0.30009002700810244,16445.67908653846
590,15-8-1-1-m,15,8,1,1,False,3.1518911346808087,2257.335333533353
591,15-8-10-1-m,15,8,10,1,False,0.12001200120012002,17934.68028028028
592,15-8-2-1-m,15,8,2,1,False,0.07001400280056011,3039.8538122873724
593,15-8-3-1-m,15,8,3,1,False,0.12002400480096019,5284.5031024819855
594,15-8-4-1-m,15,8,4,1,False,0.15001500150015,6018.65982786229
595,15-8-5-1-m,15,8,5,1,False,0.32003200320032005,15384.499849654205
596,15-8-6-1-m,15,8,6,1,False,0.08004002001000501,17704.68630988174
597,15-8-7-1-m,15,8,7,1,False,0.11002200440088017,18663.330465232615
598,15-8-8-1-m,15,8,8,1,False,0.23004600920184035,18961.601423130887
599,15-8-9-1-m,15,8,9,1,False,0.0,18641.635552436335
600,15-9-1-1-m,15,9,1,1,False,0.2000200020002,2361.1846738695476
601,15-9-10-1-m,15,9,10,1,False,0.17005101530459138,19943.966118684843
602,15-9-2-1-m,15,9,2,1,False,0.030006001200240048,3265.706153076538
603,15-9-3-1-m,15,9,3,1,False,0.0,5696.804743795036
604,15-9-4-1-m,15,9,4,1,False,0.18003600720144028,6614.86016016016
605,15-9-5-1-m,15,9,5,1,False,0.20008003201280514,17300.96553451558
606,15-9-6-1-m,15,9,6,1,False,0.18003600720144028,19795.041520409188
607,15-9-7-1-m,15,9,7,1,False,0.18001800180018002,20841.127467682134
608,15-9-8-1-m,15,9,8,1,False,0.14001400140014,21205.711351567978
609,15-9-9-1-m,15,9,9,1,False,0.06000600060006001,21017.616461646165
610,16-1-1-1-m,16,1,1,1,False,0.0,1490.2860858257477
611,16-1-10-1-m,16,1,10,1,False,0.0,3406.8964378627174
612,16-1-2-1-m,16,1,2,1,False,0.05001000200040008,1503.8462384953982
613,16-1-3-1-m,16,1,3,1,False,0.12002400480096019,1735.6574972491746
614,16-1-4-1-m,16,1,4,1,False,0.09001800360072014,1871.5340534053405
615,16-1-5-1-m,16,1,5,1,False,0.05001500450135041,1981.2563769130738
616,16-1-6-1-m,16,1,6,1,False,0.030003000300030006,3255.2619571743044
617,16-1-7-1-m,16,1,7,1,False,0.0,3377.89466840052
618,16-1-8-1-m,16,1,8,1,False,0.25002500250025006,3465.4427542033627
619,16-1-9-1-m,16,1,9,1,False,0.020008003201280513,3484.948194819482
620,16-10-1-1-m,16,10,1,1,False,0.2900870261078323,2864.6465586234494
621,16-10-10-1-m,16,10,10,1,False,0.14001400140014,25553.73754385965
622,16-10-2-1-m,16,10,2,1,False,0.09002700810243072,4039.8979591836733
623,16-10-3-1-m,16,10,3,1,False,1.850370074014803,6577.764511609287
624,16-10-4-1-m,16,10,4,1,False,0.0,7721.5647953567495
625,16-10-5-1-m,16,10,5,1,False,0.17005101530459138,20867.83127819549
626,16-10-6-1-m,16,10,6,1,False,0.20012007204322593,23975.145077200723
627,16-10-7-1-m,16,10,7,1,False,0.14004201260378113,25952.63524467127
628,16-10-8-1-m,16,10,8,1,False,0.13001300130013002,26254.48847464422
629,16-10-9-1-m,16,10,9,1,False,0.0,26229.90169355647
630,16-2-1-1-m,16,2,1,1,False,0.10007004903432401,1513.3296329632963
631,16-2-10-1-m,16,2,10,1,False,0.07001400280056011,5848.86822093256
632,16-2-2-1-m,16,2,2,1,False,0.14001400140014,1551.6046604660467
633,16-2-3-1-m,16,2,3,1,False,0.17003400680136027,2258.2431458875326
634,16-2-4-1-m,16,2,4,1,False,0.21004200840168036,2492.548064419326
635,16-2-5-1-m,16,2,5,1,False,0.2500500100020004,4030.787478747875
636,16-2-6-1-m,16,2,6,1,False,0.3000300030003,5572.962362362362
637,16-2-7-1-m,16,2,7,1,False,0.22004400880176034,5842.483738617032
638,16-2-8-1-m,16,2,8,1,False,0.2000200020002,5985.7891891891895
639,16-2-9-1-m,16,2,9,1,False,0.30009002700810244,6014.347569513903
640,16-3-1-1-m,16,3,1,1,False,1.2925851703406814,1573.5031509452836
641,16-3-10-1-m,16,3,10,1,False,3.120624124824965,8437.363936724068
642,16-3-2-1-m,16,3,2,1,False,0.16003200640128026,1942.069920976293
643,16-3-3-1-m,16,3,3,1,False,1.240248049609922,2934.1428571428573
644,16-3-4-1-m,16,3,4,1,False,0.07000700070007,3255.6888444222113
645,16-3-5-1-m,16,3,5,1,False,0.05001500450135041,6201.2702161729385
646,16-3-6-1-m,16,3,6,1,False,0.13001300130013002,7888.545181627139
647,16-3-7-1-m,16,3,7,1,False,0.4600920184036807,8416.61663164215
648,16-3-8-1-m,16,3,8,1,False,0.22002200220022,8581.162378616478
649,16-3-9-1-m,16,3,9,1,False,0.03002101471029721,8584.527727727727
650,16-4-1-1-m,16,4,1,1,False,0.13002600520104018,1709.0492098419684
651,16-4-10-1-m,16,4,10,1,False,0.0,10841.074481930124
652,16-4-2-1-m,16,4,2,1,False,2.7702770277027704,2255.516903380676
653,16-4-3-1-m,16,4,3,1,False,0.10015022533800699,3467.4022804560914
654,16-4-4-1-m,16,4,4,1,False,3.0106021204240845,3927.3420710355176
655,16-4-5-1-m,16,4,5,1,False,0.12002400480096019,8334.053000701333
656,16-4-6-1-m,16,4,6,1,False,0.16001600160016002,10200.362562562563
657,16-4-7-1-m,16,4,7,1,False,0.2700540108021604,10958.026507952385
658,16-4-8-1-m,16,4,8,1,False,0.14001400140014,11084.505358037055
659,16-4-9-1-m,16,4,9,1,False,0.26007802340702213,11074.429515418502
660,16-5-1-1-m,16,5,1,1,False,0.0,1871.224267280184
661,16-5-10-1-m,16,5,10,1,False,0.09000900090009001,13318.488176352705
662,16-5-2-1-m,16,5,2,1,False,0.0,2490.6270508203283
663,16-5-3-1-m,16,5,3,1,False,0.2200660198059418,3987.799479687813
664,16-5-4-1-m,16,5,4,1,False,0.1500750375187594,4556.808847077662
665,16-5-5-1-m,16,5,5,1,False,1.2201220122012202,10451.48467854997
666,16-5-6-1-m,16,5,6,1,False,0.0,12484.543532712152
667,16-5-7-1-m,16,5,7,1,False,0.23002300230023,13392.996099219845
668,16-5-8-1-m,16,5,8,1,False,0.1303780964797914,13608.075065143315
669,16-5-9-1-m,16,5,9,1,False,0.2000200020002,13623.163825947464
670,16-6-1-1-m,16,6,1,1,False,0.17001700170017,2043.0837334933974
671,16-6-10-1-m,16,6,10,1,False,0.08000800080008001,15831.884037652713
672,16-6-2-1-m,16,6,2,1,False,0.040016006402561026,2797.2925877763328
673,16-6-3-1-m,16,6,3,1,False,0.0,4501.978685079555
674,16-6-4-1-m,16,6,4,1,False,0.17003400680136027,5186.2088088088085
675,16-6-5-1-m,16,6,5,1,False,0.24002400240024005,12381.585813044785
676,16-6-6-1-m,16,6,6,1,False,0.43012903871161345,14836.064877853423
677,16-6-7-1-m,16,6,7,1,False,1.7225838758137206,15810.670238333667
678,16-6-8-1-m,16,6,8,1,False,0.0,16115.636937568896
679,16-6-9-1-m,16,6,9,1,False,0.24004800960192038,16217.082482482483
680,16-7-1-1-m,16,7,1,1,False,1.02010201020102,2220.0537214885953
681,16-7-10-1-m,16,7,10,1,False,0.16003200640128026,18199.07099939916
682,16-7-2-1-m,16,7,2,1,False,0.08000800080008001,3117.6704681872748
683,16-7-3-1-m,16,7,3,1,False,0.2901160464185674,5013.12376188094
684,16-7-4-1-m,16,7,4,1,False,0.17003400680136027,5805.170504605527
685,16-7-5-1-m,16,7,5,1,False,1.8616755079571616,14765.339267853571
686,16-7-6-1-m,16,7,6,1,False,0.040016006402561026,17139.07227227227
687,16-7-7-1-m,16,7,7,1,False,1.27012701270127,18248.233279935925
688,16-7-8-1-m,16,7,8,1,False,0.0,18673.823069990987
689,16-7-9-1-m,16,7,9,1,False,0.11002200440088017,18677.634934934937
690,16-8-1-1-m,16,8,1,1,False,0.05002501250625312,2529.55866760028
691,16-8-10-1-m,16,8,10,1,False,0.10002000400080016,20776.025807742324
692,16-8-2-1-m,16,8,2,1,False,0.0,3476.928978693608
693,16-8-3-1-m,16,8,3,1,False,0.16001600160016002,5582.275182554767
694,16-8-4-1-m,16,8,4,1,False,0.8327480686264673,6447.651656159312
695,16-8-5-1-m,16,8,5,1,False,0.30009002700810244,16695.813571213792
696,16-8-6-1-m,16,8,6,1,False,0.23002300230023,19424.792000801925
697,16-8-7-1-m,16,8,7,1,False,0.11015421590226317,20647.724914880833
698,16-8-8-1-m,16,8,8,1,False,0.12049402550456872,21201.953651685395
699,16-8-9-1-m,16,8,9,1,False,0.36003600360036003,21279.94834834835
700,16-9-1-1-m,16,9,1,1,False,0.0,2634.7644293287985
701,16-9-10-1-m,16,9,10,1,False,0.26005201040208037,23214.08950740889
702,16-9-2-1-m,16,9,2,1,False,0.9201840368073614,3762.728036822093
703,16-9-3-1-m,16,9,3,1,False,0.08001600320064013,6054.467874299439
704,16-9-4-1-m,16,9,4,1,False,0.07000700070007,7057.723106174322
705,16-9-5-1-m,16,9,5,1,False,0.39003900390039004,18807.655410821644
706,16-9-6-1-m,16,9,6,1,False,0.0,21781.079382579934
707,16-9-7-1-m,16,9,7,1,False,0.24002400240024005,23276.23374674935
708,16-9-8-1-m,16,9,8,1,False,2.43024302430243,23839.637018509253
709,16-9-9-1-m,16,9,9,1,False,0.3702591814269989,23779.561385940317
710,17-1-1-1-m,17,1,1,1,False,0.17003400680136027,1519.6604641856743
711,17-1-10-1-m,17,1,10,1,False,0.12003601080324097,3791.1760232162515
712,17-1-2-1-m,17,1,2,1,False,0.0,1529.1286643321662
713,17-1-3-1-m,17,1,3,1,False,0.19007603041216486,1794.3713371337133
714,17-1-4-1-m,17,1,4,1,False,0.0,1935.9904961984794
715,17-1-5-1-m,17,1,5,1,False,0.060018005401620486,2042.8418627941912
716,17-1-6-1-m,17,1,6,1,False,0.5302120848339336,3432.4940458320825
717,17-1-7-1-m,17,1,7,1,False,0.11001100110011,3622.600180054016
